Transitus of Mary (Ps-Melito),"Rheims, BM 1395",18r-25v,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,,
"Ambrose Autpert, Sermo de assumptione Mariae","Rheims, BM 1395",26r-32r,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,,
Miraculorum S Dionysii,"Rheims, BM 1395",32r-37v,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,extracts,
Vita S Remigii,"Rheims, BM 1395",38r-44v,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,,
Esther,"Rheims, BM 1395",45r-47v,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,extracts: 14-15,
Invention of the Cross,"Rheims, BM 1395",48r-50v,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,,
Exaltation of the Cross,"Rheims, BM 1395",51r-54r,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,,
"Gregory of Tours, On the Cross","Rheims, BM 1395",54v-55v,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,,
Invention of the Cross,"Rheims, BM 1395",56r-63v,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,,
Transitus of Mary (Ps-Melito),"Rheims, BM 1395",64r-67v,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,,
"Passio SS Petrus, Paulus, Andrea, et Dyonysia","Rheims, BM 1395",68r-70r,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,,
Passio S Margaretae,"Rheims, BM 1395",70v-78v,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,,
Passio S Marinae,"Rheims, BM 1395",79r-88v,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,,
Vitae B Alcuini,"Rheims, BM 1395",89r-113v,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,,
Passio S Eleutherii,"Rheims, BM 1395",114r-119v,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,,
Vita S Euphrosinae,"Rheims, BM 1395",120r-130r,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,,
"Paulinus of Milan, Vita S Ambrosii","Rheims, BM 1395",130v-135r,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,,
"Passionis SS Secundiani, Marcelliani, et Veriani","Rheims, BM 1395",135v-149r,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,,
Martyrdom of Andrew,"Rheims, BM 1395",149v-155v,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,,
Passio S Agathae,"Rheims, BM 1395",156r-166v,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,,
Passio S Anastasiae,"Rheims, BM 1395",171r-?,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,,
"Hincmar, Letter to Odo","Gand, UB 239",4-Jan,A1a3,1200-1299,Cambron Abbey,,"see Lambot, L'homelie du Pseudo-Jerome",
Gospel of Pseudo-Matthew,"Gand, UB 239",31-May,A1a3,1200-1299,Cambron Abbey,,,
Transitus of Mary (Ps-Melito),"Gand, UB 239",41-41,A1a3,1200-1299,Cambron Abbey,,,
Gospel of Nicodemus,"Gand, UB 239",41-73,A1a3,1200-1299,Cambron Abbey,,,
"Ps-Jerome, Epistola ad Paulam et Eustochium de assumptione S Mariae","Gand, UB 239",73-115,A1a3,1200-1299,Cambron Abbey,,by Pashcasius Radbertus,
"Didymus, De Spiritu sancto","Gand, UB 239",115-185,A1a3,1200-1299,Cambron Abbey,,,
"Cassiodorus, De anima","Gand, UB 239",185-232,A1a3,1200-1299,Cambron Abbey,,,
"Defensor, Liber Scintillarum","Rheims, BM 582",1r-26v,A1a4,1200-1299,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4343,attributed to Bede in ms,
"Augustine, De conflictu vitiorum et virtutum","Rheims, BM 582",26v-29v,A1a4,1200-1299,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4343,,
Sermons,"Rheims, BM 582","30r-63v, 64r-71v, 122r-186v",A1a4,1200-1299,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4343,,
Penitential texts,"Rheims, BM 582",72r-74v,A1a4,1200-1299,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4343,,
Tables of Virtues,"Rheims, BM 582",75r-75v,A1a4,1200-1299,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4343,,
Theological Excerpts,"Rheims, BM 582",81r-85v,A1a4,1200-1299,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4343,,
Miracles of the Virgin,"Rheims, BM 582",85r-85v,A1a4,1200-1299,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4343,,
Gospel of Pseudo-Matthew,"Rheims, BM 582",86r-88v,A1a4,1200-1299,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4343,,
Transitus of Mary (Ps-Melito),"Rheims, BM 582",88v-90r,A1a4,1200-1299,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4343,,
Poetic Life of S Agnes,"Rheims, BM 582",90r-91v,A1a4,1200-1299,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4343,,
"Maurice de Sully, Sermons","Rheims, BM 582",92r-121v,A1a4,1200-1299,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4343,,
Prayers to the Virgin Mary,"Rheims, BM 582",121v,A1a4,1200-1299,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4343,possibly from s. xiv?,
Gospel of Pseudo-Matthew,"Namur, Bib. Sem., lat. 80",1r-17v,A1a5,1100-1199,France?,,,
Disobedience of Dimas,"Namur, Bib. Sem., lat. 80",13v-15v & 17r-17v,A1a5,1100-1199,France?,,,
Transitus of Mary (Ps-Melito),"Namur, Bib. Sem., lat. 80",,A1a5,1100-1199,France?,,,
Healing of Tiberius,"Namur, Bib. Sem., lat. 80",,A1a5,1100-1199,France?,,,
Genealogies of Mary,"Namur, Bib. Sem., lat. 80",,A1a5,1100-1199,France?,,,
Aetas S Mariae,"Namur, Bib. Sem., lat. 80",,A1a5,1100-1199,France?,,,
De tribus magis,"Namur, Bib. Sem., lat. 80",,A1a5,1100-1199,France?,,,
Miracles of the Virgin,"Namur, Bib. Sem., lat. 80",,A1a5,1100-1199,France?,,,
Exempla Mariae,"Namur, Bib. Sem., lat. 80",,A1a5,1100-1199,France?,,,
???,"Namur, Bib. Sem., lat. 80",,A1a5,1100-1199,France?,,,
Gospel of Pseudo-Matthew,"Uppsala, UB, C 225",1r-13v,A1a6,1200-1299,E France / W Germany,,,
"Fulbert, Sermo de natiuitate Mariae","Uppsala, UB, C 225",13v-16v,A1a6,1200-1299,E France / W Germany,,,
Gospel of Nicodemus,"Uppsala, UB, C 225",17r-32r,A1a6,1200-1299,E France / W Germany,,,
Sermo de assumptione S Mariae virginis,"Uppsala, UB, C 225",32r-45v,A1a6,1200-1299,E France / W Germany,,,
Miracles of the Virgin,"Uppsala, UB, C 225",,A1a6,1200-1299,E France / W Germany,,,
???,"Uppsala, UB, C 225",,A1a6,1200-1299,E France / W Germany,,,
"Nicholas of Lyra, Quaestiones","Vatican, BAV, Vat. lat. 4265",,A1a7,1300-1399,Germany,http://digi.vatlib.it/view/MSS_Vat.lat.4265,,
Responsio ad quendam Iudaeum,"Vatican, BAV, Vat. lat. 4265",,A1a7,1300-1399,Germany,http://digi.vatlib.it/view/MSS_Vat.lat.4265,,
Lucidarius de historiis sacrae scripturae,"Vatican, BAV, Vat. lat. 4265",,A1a7,1300-1399,Germany,http://digi.vatlib.it/view/MSS_Vat.lat.4265,,
Guide for a Confessor,"Vatican, BAV, Vat. lat. 4265",,A1a7,1300-1399,Germany,http://digi.vatlib.it/view/MSS_Vat.lat.4265,,
Guide for an Inquisitor,"Vatican, BAV, Vat. lat. 4265",,A1a7,1300-1399,Germany,http://digi.vatlib.it/view/MSS_Vat.lat.4265,,
Disputatione contra Iudaeos,"Vatican, BAV, Vat. lat. 4265",,A1a7,1300-1399,Germany,http://digi.vatlib.it/view/MSS_Vat.lat.4265,,
Gospel of Pseudo-Matthew,"Vatican, BAV, Vat. lat. 4265",220r-227v,A1a7,1300-1399,Germany,http://digi.vatlib.it/view/MSS_Vat.lat.4265,,
"Cassiodorus, Tripartite History","Vatican, BAV, Vat. lat. 4265",227v,A1a7,1300-1399,Germany,http://digi.vatlib.it/view/MSS_Vat.lat.4265,extract: 6.42.6,
Letter of Prester John,"Vatican, BAV, Vat. lat. 4265",230r-236v,A1a7,1300-1399,Germany,http://digi.vatlib.it/view/MSS_Vat.lat.4265,,
Vita S Antonii,"Bern, Burgerbibliothek 137",9r-21v,A1b1,1100-1199,France,,,
"Jerome, Vita Hilarionis","Bern, Burgerbibliothek 137",21v-27r,A1b1,1100-1199,France,,,
"Jerome, De Malcho","Bern, Burgerbibliothek 137",27r-31r,A1b1,1100-1199,France,,,
Vita S Mariae Aegyptiacae,"Bern, Burgerbibliothek 137",31r-41v,A1b1,1100-1199,France,,,
Vita S Euphrosinae,"Bern, Burgerbibliothek 137",41v-47v,A1b1,1100-1199,France,,,
Vita S Marinae,"Bern, Burgerbibliothek 137",47v-49v,A1b1,1100-1199,France,,,
Vita S Pelagiae,"Bern, Burgerbibliothek 137",49v-53v,A1b1,1100-1199,France,,,
Vita S Theclae,"Bern, Burgerbibliothek 137",53v-59v,A1b1,1100-1199,France,,,
Gospel of Pseudo-Matthew,"Bern, Burgerbibliothek 137",59v-69v,A1b1,1100-1199,France,,,
Transitus of Mary (Ps-Melito),"Bern, Burgerbibliothek 137",69v-74v,A1b1,1100-1199,France,,,
Miracles of the Virgin,"Bern, Burgerbibliothek 137",74v-101v,A1b1,1100-1199,France,,attributed to Ildefonse of Toledo (BHL 5357 [5369d]),
Laus virginis Mariae contra Iudaeos,"Bern, Burgerbibliothek 137",102r-106r,A1b1,1100-1199,France,,,
Vita S Bernardi,"Bern, Burgerbibliothek 137",106r-117v,A1b1,1100-1199,France,,,
Vita S Adriani,"Bern, Burgerbibliothek 137",118r-128r,A1b1,1100-1199,France,,,
Vita S Iulianae,"Bern, Burgerbibliothek 137",128r-130v,A1b1,1100-1199,France,,,
Vita SS duorum sociorum Amelii videlicet et Amici,"Bern, Burgerbibliothek 137",130v-140r,A1b1,1100-1199,France,,,
Passio S Christinae,"Bern, Burgerbibliothek 137",140r-147v,A1b1,1100-1199,France,,,
Passio S Sabinae,"Bern, Burgerbibliothek 137",147v-148r,A1b1,1100-1199,France,,,
Passio S Eugeniae,"Bern, Burgerbibliothek 137",148r-157v,A1b1,1100-1199,France,,,
Passio S Catherinae,"Bern, Burgerbibliothek 137",158r-178r,A1b1,1100-1199,France,,,
Vita S Martialis,"Bern, Burgerbibliothek 137",178r-200r,A1b1,1100-1199,France,,,
Passio S Cypriani,"Bern, Burgerbibliothek 137",200r-215v,A1b1,1100-1199,France,,,
Passio SS Cyrici et Iulittae,"Bern, Burgerbibliothek 137",215v,A1b1,1100-1199,France,,,
Canon Law,"Paris, BNF, lat. 3522A",1r-40v,A1b2,1200-1299,France?,,,
Tractatus de corpore et sanguine Christi,"Paris, BNF, lat. 3522A",40v-52v,A1b2,1200-1299,France?,,parts from Anselm of Laon & Anselm of Canterbury,
Gospel of Pseudo-Matthew,"Paris, BNF, lat. 3522A",,A1b2,1200-1299,France?,,,
Transitus of Mary (Ps-Melito),"Paris, BNF, lat. 3522A",,A1b2,1200-1299,France?,,,
"Ps-Origen, On Mary Magdalene","Paris, BNF, lat. 3522A",,A1b2,1200-1299,France?,,,
"Ps-Dionysius, Martyrdom of Peter & Paul","Paris, BNF, lat. 3522A",,A1b2,1200-1299,France?,,,
"Ps-Clement, Recognitiones","Paris, BNF, lat. 3522A",,A1b2,1200-1299,France?,,,
Letters of Ignatius & the Virgin,"Paris, BNF, lat. 3522A",,A1b2,1200-1299,France?,,,
"Sulpicius Severus, Vita S Martini","Paris, BNF, lat. 5327",1r-8v,A1c1,900-999,Saint-Amand-les-Eaux,,,
Vita S Bavonis,"Paris, BNF, lat. 5327",9r-13v,A1c1,900-999,Saint-Amand-les-Eaux,,,
Vita S Gregorii,"Paris, BNF, lat. 5327",13v-18v,A1c1,900-999,Saint-Amand-les-Eaux,,,
Passio S Caeciliae,"Paris, BNF, lat. 5327",19r-24v,A1c1,900-999,Saint-Amand-les-Eaux,,,
Vita B Walburgae virginis,"Paris, BNF, lat. 5327",25r-35v,A1c1,900-999,Saint-Amand-les-Eaux,,,
Gospel of Nicodemus,"Paris, BNF, lat. 5327",35v–55r,A1c1,900-999,Saint-Amand-les-Eaux,,,
Vengeance of the Savior,"Paris, BNF, lat. 5327",55r–61v,A1c1,900-999,Saint-Amand-les-Eaux,,,
Gospel of Pseudo-Matthew,"Paris, BNF, lat. 5327",61v-73r,A1c1,900-999,Saint-Amand-les-Eaux,,,
Dormition of Mary,"Paris, BNF, lat. 5327",73r-80r,A1c1,900-999,Saint-Amand-les-Eaux,,CANT 116,
Invention of the Cross,"Paris, BNF, lat. 5327",80r-80v,A1c1,900-999,Saint-Amand-les-Eaux,,fragment,
Life of Adam & Eve,"Paris, BNF, lat. 5327",81r-87r,A1c1,900-999,Saint-Amand-les-Eaux,,,
Vita S Basilii,"Paris, BNF, lat. 5327",87r-104r,A1c1,900-999,Saint-Amand-les-Eaux,,,
Vita S Eligii,"Paris, BNF, lat. 5327",104v-166v,A1c1,900-999,Saint-Amand-les-Eaux,,,
Vita S Eligii,"Paris, BNF, lat. 5327",166v-170r,A1c1,900-999,Saint-Amand-les-Eaux,,,
Martyrdom of John (Ps-Melito),"Paris, BNF, lat. 5327",171r-177v,A1c1,900-999,Saint-Amand-les-Eaux,,,
De B Ioanne,"Paris, BNF, lat. 5327",177v-178v,A1c1,900-999,Saint-Amand-les-Eaux,,extracts,
Apparitio S Michaelis,"Paris, BNF, lat. 5327",178v-180v,A1c1,900-999,Saint-Amand-les-Eaux,,,
Acts of Thomas,"Paris, BNF, lat. 5327",188v,A1c1,900-999,Saint-Amand-les-Eaux,,,
De S Tarsilla,"Paris, BNF, lat. 5327",189r-191r,A1c1,900-999,Saint-Amand-les-Eaux,,,
Gospel of Pseudo-Matthew,"Paris, BNF, lat. 5327","191v-197v, 202v",A1c1,900-999,Saint-Amand-les-Eaux,,,
Exaltation of the Cross,"Paris, BNF, lat. 5327",198r-199v,A1c1,900-999,Saint-Amand-les-Eaux,,,
Invention of the Cross,"Paris, BNF, lat. 5327",199v-202r,A1c1,900-999,Saint-Amand-les-Eaux,,,
Martyrdom of Andrew,"Paris, BNF, lat. 5327","205v, 204r, 203v",A1c1,900-999,Saint-Amand-les-Eaux,,,
Martyrdom of Andrew,"Rome, Vallicelliana, T.III Part 1",1r-2v,A1d1,1090-1099,Monte Cassino,,,
Passio S Barbarae,"Rome, Vallicelliana, T.III Part 1",3r,A1d1,1090-1099,Monte Cassino,,,
"John the Deacon, Vita S Nicolai","Rome, Vallicelliana, T.III Part 1",3r-6r,A1d1,1090-1099,Monte Cassino,,,
Miraculum S Nicolai,"Rome, Vallicelliana, T.III Part 1",6r-7v,A1d1,1090-1099,Monte Cassino,,,
Vita S Nicolai,"Rome, Vallicelliana, T.III Part 1",7v-10v,A1d1,1090-1099,Monte Cassino,,,
Passio S Sabini Spoletini,"Rome, Vallicelliana, T.III Part 1",10v-13r,A1d1,1090-1099,Monte Cassino,,,
"Paulinus of Milan, Vita S Ambrosii","Rome, Vallicelliana, T.III Part 1",13r-14v,A1d1,1090-1099,Monte Cassino,,,
"Petrus Neapolitanus, Miracula S Agnelli","Rome, Vallicelliana, T.III Part 1",14v-17r,A1d1,1090-1099,Monte Cassino,,,
Passio S Luciae,"Rome, Vallicelliana, T.III Part 1",17r-18v,A1d1,1090-1099,Monte Cassino,,,
"Eusebius, Passio SS Eustratii, Auxentii et soc.","Rome, Vallicelliana, T.III Part 1",18v-28r,A1d1,1090-1099,Monte Cassino,,,
Martyrdom of Thomas,"Rome, Vallicelliana, T.III Part 1",28r-34v,A1d1,1090-1099,Monte Cassino,,,
Passio S Gregorii Spoletini,"Rome, Vallicelliana, T.III Part 1",34v-36v,A1d1,1090-1099,Monte Cassino,,,
"Peter Chrysologus, Sermons","Rome, Vallicelliana, T.III Part 1",36v-39r,A1d1,1090-1099,Monte Cassino,,,
"Ps-Augustine, Sermons","Rome, Vallicelliana, T.III Part 1","39r-40v, passim",A1d1,1090-1099,Monte Cassino,,,
"Jerome, Commentarius in euangelium Matthaei","Rome, Vallicelliana, T.III Part 1",40v-42r,A1d1,1090-1099,Monte Cassino,,,
"Augustine, Sermons","Rome, Vallicelliana, T.III Part 1","43r-44r, passim",A1d1,1090-1099,Monte Cassino,,,
"Gregory the Great, Homiliae in euangelia","Rome, Vallicelliana, T.III Part 1",44r-45r,A1d1,1090-1099,Monte Cassino,,,
Sermo in natali Domini,"Rome, Vallicelliana, T.III Part 1",45r-46r,A1d1,1090-1099,Monte Cassino,,,
"Fulgentius, Sermons","Rome, Vallicelliana, T.III Part 1",47r-48v,A1d1,1090-1099,Monte Cassino,,,
Translatio corporis S Stephani Constantinopolim,"Rome, Vallicelliana, T.III Part 1",48v-51r,A1d1,1090-1099,Monte Cassino,,,
Martyrdom of John (Ps-Melito),"Rome, Vallicelliana, T.III Part 1",54r-59r,A1d1,1090-1099,Monte Cassino,,,
"Eusebius, Historia ecclesiastica","Rome, Vallicelliana, T.III Part 1",59r-10r,A1d1,1090-1099,Monte Cassino,,III.17,
"Caesarius, Sermons","Rome, Vallicelliana, T.III Part 1",60r-61v,A1d1,1090-1099,Monte Cassino,,,
Vita S Silvestri,"Rome, Vallicelliana, T.III Part 1",62r-63v,A1d1,1090-1099,Monte Cassino,,,
"Pseudo-Amphilochius, Vita S Basilii","Rome, Vallicelliana, T.III Part 1",64r-73r,A1d1,1090-1099,Monte Cassino,,,
"Pseudo-Amphilochius, De S Ephraem","Rome, Vallicelliana, T.III Part 1",73r,A1d1,1090-1099,Monte Cassino,,,
"Leo, Sermons","Rome, Vallicelliana, T.III Part 1",73v-76r,A1d1,1090-1099,Monte Cassino,,,
"Passio SS Iuliani, Basilissae et soc.","Rome, Vallicelliana, T.III Part 1",76r-82v,A1d1,1090-1099,Monte Cassino,,,
"Eugippius, Vita S Severini","Rome, Vallicelliana, T.III Part 1",82v-86v,A1d1,1090-1099,Monte Cassino,,,
Vita S Leucii Brundisini,"Rome, Vallicelliana, T.III Part 1",86v,A1d1,1090-1099,Monte Cassino,,,
"Venantius Fortunatus, Vita S Hilarii Pictaviensis","Rome, Vallicelliana, T.III Part 1",87r-91r,A1d1,1090-1099,Monte Cassino,,,
Passio S Felicis,"Rome, Vallicelliana, T.III Part 1",91r-93r,A1d1,1090-1099,Monte Cassino,,,
"Odo of Glanfeuil, Vita S Mauri","Rome, Vallicelliana, T.III Part 1",93r-103v,A1d1,1090-1099,Monte Cassino,,,
Passio S Marcelli,"Rome, Vallicelliana, T.III Part 1",103v-105r,A1d1,1090-1099,Monte Cassino,,,
Passio S Sebastiani,"Rome, Vallicelliana, T.III Part 1",105r-112v,A1d1,1090-1099,Monte Cassino,,,
"Ps-Ambrose, Passio S Agnetis","Rome, Vallicelliana, T.III Part 1",112v-115v,A1d1,1090-1099,Monte Cassino,,,
Passio S Vincentii Caesaraugustani,"Rome, Vallicelliana, T.III Part 1",115v-118r,A1d1,1090-1099,Monte Cassino,,,
Sermo in natali S Vincentii,"Rome, Vallicelliana, T.III Part 1",118v-119r,A1d1,1090-1099,Monte Cassino,,,
Sermo in natali S Vincentii,"Rome, Vallicelliana, T.III Part 1",119r-119v,A1d1,1090-1099,Monte Cassino,,,
Sermo in natali S Vincentii,"Rome, Vallicelliana, T.III Part 1",119v-120r,A1d1,1090-1099,Monte Cassino,,,
"Bede, In Lucae euangelium expositio","Rome, Vallicelliana, T.III Part 1",120r-123v,A1d1,1090-1099,Monte Cassino,,2:22,
Sermo in purificatione S Mariae,"Rome, Vallicelliana, T.III Part 1",124r-124v,A1d1,1090-1099,Monte Cassino,,,
Passio S Blasii,"Rome, Vallicelliana, T.III Part 1",124v-127r,A1d1,1090-1099,Monte Cassino,,,
Passio S Agathae,"Rome, Vallicelliana, T.III Part 1",127r-129r,A1d1,1090-1099,Monte Cassino,,,
Passio S Valentini Interamnensis,"Rome, Vallicelliana, T.III Part 1",129r-131r,A1d1,1090-1099,Monte Cassino,,,
Passio S Iulianae,"Rome, Vallicelliana, T.III Part 1",131r-134r,A1d1,1090-1099,Monte Cassino,,,
"Ambrose Autpert, Sermo de S Matthia","Rome, Vallicelliana, T.III Part 1",134r-137v,A1d1,1090-1099,Monte Cassino,,,
"Bertarius, Sermo de S Scholastica","Rome, Vallicelliana, T.III Part 1",137v-143r,A1d1,1090-1099,Monte Cassino,,,
Vita S Gregorii,"Rome, Vallicelliana, T.III Part 1",143r-146v,A1d1,1090-1099,Monte Cassino,,,
"Gregory the Great, Vita S Benedicti","Rome, Vallicelliana, T.III Part 1",146v-152v,A1d1,1090-1099,Monte Cassino,,,
Gospel of Pseudo-Matthew,"Rome, Vallicelliana, T.III Part 1",152v-155r,A1d1,1090-1099,Monte Cassino,,8:1-15:2,
Martyrdom of Mark,"Rome, Vallicelliana, T.III Part 1",156r-157v,A1d1,1090-1099,Monte Cassino,,,
Passio S Georgii,"Rome, Vallicelliana, T.III Part 1",157v-161v,A1d1,1090-1099,Monte Cassino,,,
Martyrdom of Philip,"Rome, Vallicelliana, T.III Part 1",161v-162r,A1d1,1090-1099,Monte Cassino,,,
Martyrdom of James the Less,"Rome, Vallicelliana, T.III Part 1",162r-163v,A1d1,1090-1099,Monte Cassino,,,
Invention of the Cross,"Rome, Vallicelliana, T.III Part 1",163v,A1d1,1090-1099,Monte Cassino,,,
Gospel of Nicodemus,"Cambridge, UL, Dd.III.16+Ff.II.8+Oo.VI.48","Ff.II.8, 10r-12v + Oo.VI.48, 1r-7v",A1e1,1300-1399,England,,,
Gospel of Pseudo-Matthew,"Cambridge, UL, Dd.III.16+Ff.II.8+Oo.VI.48",8r-12v,A1e1,1300-1399,England,,imperfect,
Letter of Prester John,"Cambridge, UL, Dd.III.16+Ff.II.8+Oo.VI.48",13r-16r,A1e1,1300-1399,England,,imperfect; extracts,
Poems,"Cambridge, UL, Dd.III.16+Ff.II.8+Oo.VI.48",16v,A1e1,1300-1399,England,,,
"Ps-Turpin, Historia Caroli Magni","Cambridge, UL, Dd.III.16+Ff.II.8+Oo.VI.48",17r-24v,A1e1,1300-1399,England,,fragment,
Quaedam Historica de Machumeto,"Cambridge, UL, Dd.III.16+Ff.II.8+Oo.VI.48",25r-30r,A1e1,1300-1399,England,,,
Life of Judas,"Cambridge, UL, Dd.III.16+Ff.II.8+Oo.VI.48",30v-31r,A1e1,1300-1399,England,,,
Life of Pilate,"Cambridge, UL, Dd.III.16+Ff.II.8+Oo.VI.48",31r-32r,A1e1,1300-1399,England,,,
Vengeance of the Savior,"Cambridge, UL, Dd.III.16+Ff.II.8+Oo.VI.48",32r-33r,A1e1,1300-1399,England,,,
De Forma et Statura Iesu Christi,"Cambridge, UL, Dd.III.16+Ff.II.8+Oo.VI.48",33v,A1e1,1300-1399,England,,Incipit: Legitur in libris annalibus apud Romanos,
"Walter Gray, Canons","Cambridge, UL, Dd.III.16+Ff.II.8+Oo.VI.48",33v-34v,A1e1,1300-1399,England,,,
Secretum Secretorum,"Cambridge, UL, Dd.III.16+Ff.II.8+Oo.VI.48",35r-39r,A1e1,1300-1399,England,,,
"Notes on Aristotle, De animalibus","Cambridge, UL, Dd.III.16+Ff.II.8+Oo.VI.48",39r-42v,A1e1,1300-1399,England,,fragments,
